comment_id,text,class_label
32172668-08390545-f81f-4778-9df2-26b4a584efe1,"ธุรกิจแบบนี้  รวยได้จริง  ถ้าเครือข่ายของคุณมีคนกินคนใช้สินค้าเยอะ
คนมาก่อน  อยู่ข้างบน  ยังไงก็ง่ายกว่าคนอยู่ข้างล่าง

คนที่ได้เงินและรวยจริง  ส่วนใหญ่อยู่ข้างบนทั้งนั้น  ระดับรากหญ้าก็ทำ
ไปด้วยความฝัน  พอเหนื่อยหรือได้เงินไม่มาก  ก็เลิก

เคยเห็นระดับ top 3 ขับแลมโบมาอวดกันคนละสี  จอดปุ๊บมีเร่งเครื่อง
โชว์อีกต่างหาก  แต่ก็ต้องยอมรับ  ว่าระดับ top3  นั้นรวยจริง  มีการ
ลงนิตยสารคนรวยด้วย  ลองไปหาอ่านได้ครับ

ปล. ผมไม่ทำเครือข่ายครับ",NEU
32172668-c273afe1-70b7-459e-8f55-ab73be82d3a8,ขึ้นกับว่าหาเหยื่อได้มากแค่ไหน,NEG
32172668-61e85250-8519-4dce-bfbe-52320e935acc,รวยจริงครับ เพื่อนผมออกลัมโบกินี่ได้ 2 คันละ ไปเที่ยวต่างประเทศอีกปีละ 10 กว่าครั้ง คุณภาพชีวิตดีขึ้นมากครับ หลังจากทำได้ 1 ปี เสียดายว่าตื่นซะก่อน,NEU
32172668-1c5fccc1-07da-4356-a684-91893944c27f,"มีบ.นึง เอาธุรกิจนี้มาเข้าเป็นเป้าหมาย เป็นงานนึงของพนักงาน
บ้าไปแล้ว ถ้าอยากขายตรงจะมาเป็นลูกจ้างกินเงินเดือนเพื่อ???
น่ากลัวจริงๆ พูดเลย",NEG
41018419-0,"คือว่าที่บริษัททำงานกับกันแบบเครียดมาก ผมก็ทำงานที่ตัวเองไม่ได้ถนัด เคยขอย้ายทีม 3 ครั้งแล้วแต่หัวหน้าไม่ให้ไป
ทุกวันนี้ผมทำงานแลบรอให้ถึงวันศุกร์เย็นอย่างเดียวเลยครับ งานใหม่ก็หายากเหลือเกิน
ต้องทำยังไงถึงจะมีความสุขกับที่เดิมครับ",NEG
41018419-082b7dc8-b4fe-4779-b18d-372640eeb387,"นึกถึงเป้าหมายที่รื่นรมย์อะค่ะ อาหารมื้ออย่อย สาวที่ชอบ วิวข้างทางสวย ๆ หมา ๆ แมว ๆ แถวที่ทำงาน เพิ่มเงินรายวันให้ตัวเอง ใช้คำที่ยิ่งใหญ่สำหรับหน้าที่ตัวเอง

ขอให้ได้งานใหม่เร็ว ๆ นะคะ",POS
41018419-e1493204-caaf-42a2-ae4b-cc161f07e55f,"ปล. 1 ดูคลิปการเทศน์ ของหลวงพ่อปราโมทย์ ผ่านทาง Youtube ที่ Link นี้


ปล. 2 ตัวอย่างหนังสือธรรมะโดยหลวงพ่อปราโมทย์

แก้ไขข้อความเมื่อ 6 ตุลาคม เวลา 18:34 น.",NEU
41018419-471417e3-8e3b-4a00-a9f7-32eaec34b9e6,"ได้คุยกับคนอื่น ปรึกษาให้วานเสร็จไวไวค่ะ

ส่วนตัวเราชอบเช้าวันจันทร์มากๆ ค่ะ
อยากไปทไงาน อยากเข้าออฟฟิศ",POS
41018419-35ee4e81-6a47-4293-9048-7ef9c8b87771,"ก็คิดว่าอีกสี่วันก็วันศุกร์แล้ว
ผมก็เป็นแบบนี้มาก่อน
เช่นวันศุกร์ตั้งเป้าจะดูหนังสักเรื่อง
เราก็บิ้ว ๆ ตัวเองว่าอีกสามวัน สองวัน
เราก็จะได้ดูหนังแล้วประมาณนี้",NEU
41018419-35b3eaf6-cfce-442b-bf84-592c38e9c671,พยายามหาข้อดีของมันค่ะ เราเข้าใจแต่ก็ต้องทนแหละเพราะงานมันหายากจริงๆ,NEU
41018419-e67e9886-b279-4c60-9d0c-ffa5da37575f,เรามองแค่ให้ถึงตอนเย็นพอค่ะ ศุกร์ไกลไป คิดว่าแปบๆก็เย็นแล้ว,NEU
41018419-e05ced37-8e73-4993-a84c-41ccace6209f,"เปลี่ยนงานครับ อาการนี้เกิดจากการที่เราคิดไปล่วงหน้าว่าต้องไปเจออะไรที่ทำงาน
เลยทำให้การไปทำงานในวันแรกของสัปดาห์เลวร้าย ไม่อยากไป
ผมเคยเผชิญแบบนี้มาหลายไป เพราะทุกวันจันทร์ต้องไปประชุม
ซึ่งเป็นการประชุมที่ไร้สาระ เรื่องเดิมๆ เรื่องที่ไม่มีอะไรเลย
ไปให้เจ้าของบริษัทด่าตามอารมณ์
และพอไดเวลา และโอกาศผมเปลี่ยนงาน
ชีวิตเปลี่ยน อยากไปทำงาน ชอบงาน
และวันหยุดถ้ามีงานผมก็ไป เพราะทั้งบรรยากาศ และเพื่อนร่วมงาน
ระบบงาน องค์กร และทุกอย่างมันน่าทำงาน จนทุกวันนี้มีความสุขกับงานมากๆ",NEU
41018419-99f8facc-f56f-4457-9432-f19e9b270658,หางานใหม่,NEU
41018419-f495e505-3767-436c-ad23-d06761b69e1b,"ตอบแบบกำปั้นทุบดิน คือหาวิธีที่จะทำให้เช้าวันจันทร์ กระทบความรู้สึกให้น้อยที่สุด
แล้วพยายามปรับใจให้คุ้นเคยกับมันให้ได้ครับ

ถ้าตื่นเช้าอยู่แล้ว ลองหากิจกรรม relax ทำดู เช่น วิ่ง ออกกำลังกาย ฟังเพลง อ่านหนังสือ
ถ้าไม่ได้เป็นคนตื่นเช้า แค่ลองตื่นเช้าขึ้นมาทีละนิด จะพบความสุขที่ไม่ต้องลงทุนอะไรเลยครับ

ในส่วนของงานนั้น จขกท. ได้ทำในส่วนที่ทำได้ไปแล้ว ที่เหลือให้มันเป็นไปครับ
ถ้ายังไม่ได้ย้ายที่ทำงาน พยายามทำให้มันกระทบใจเราน้อยที่สุดก่อน
และการย้ายงาน ก็อาจไม่ได้ช่วยให้อะไรๆดีขึ้น ทุกที่ มีเรื่องดีและเรื่องแย่อยู่แล้ว
ฝึกใจเราให้รองรับเรื่องแย่ๆได้ยืดหยุ่นขึ้น สู้ๆครับ",NEU
41018419-6e51cbaf-e644-4218-bdeb-466f9327eda8,อย่าคิดกังวลล่วงหน้าค่ะ เดี๋ยวเช้าวันจันทร์ก็ผ่านไป แล้ววันศุกร์ก็จะมาถึง 55 ไม่ใช่คุณคนเดียวหรอกค่ะที่รู้สึกแบบนี้ มนุษย์เงินเดือนหลายๆคนก็เป็นกันทั้งนั้น เลิกงานก็พักผ่อน หาอะไรทำที่ชอบและมีความสุข คิดซะว่าทำงานก็ได้เงินค่ะ เป็นกำลังใจให้ค่ะ,POS
35809887-0,"Cr.




สวัสดีครับผม ผมเป็นหนึ่งในผู้ประกอบวิชาชีพ สอบบัญชี หรือที่คนทั่วๆไป เรียกว่า ออดิท (Auditor)  ส่วนผู้ที่ได้ใบประกอบวิชาชีพนี้จะมีชื่อว่า Certified Public Accountant (CPA) นั่นเองครับ




แต่เพื่อนบางคนอาจจะงงว่า ออดิท นั้นหมายถึง ผู้ตรวจสอบบัญชี ทุกคนเลยหรือเปล่า ก็ต้องบอกว่า ออดิทเนี่ยแบ่งเป็น Internal Audit และ External Audit ครับ ซึ่งในส่วนของ Internal Audit จะเป็นคนในบริษัทนั้นๆที่ทำหน้าที่ดูว่า ไอ้ระบบที่ ท่านๆ ในองกรณ์วางไว้เนี่ย ได้รับการปฏิบัติตามมากน้อยแค่ไหน มีความเสี่ยงอะไรที่จะเกิดได้บ้าง เพื่อให้บริษัทอยู่ได้อย่าง Smoothly




ส่วน External Audit ก็จะเป็น คนนอก ครับ(ก็ชื่อก็บอกเนอะ) ที่ได้รับการว่าจ้างจากบริษัทนั้นๆ เพื่อมาตรวจสอบในมุมของ งบการเงิน เป็นหลัก ซึ่งออดิทประเภทนี้มักจะ วนเวียนมาที่บริษัท สามเดือนครั้ง หกเดือนครั้ง หรือปีละครั้งบ้างก็แล้วแต่ ขึ้นกับหลายๆอย่าง




เอาล่ะครับ เพื่อนๆหลายคนคงพอทราบถึงแง่ของ มุมดาร์ค ของสายงานนี้จากหลายๆแหล่ง ไม่ว่าจะเป็นคำบ่นหรือเพื่อนที่ทำอาชีพนี้ในเฟซบุ๊ค ,เสียงลือเสียงเล่าอ้าง หรือเห็นการทำงานของพวก ""ออดิท"" เหล่านี้ที่แวะเวียนมาที่ออฟฟิตตัวเอง ว่าอาชีพนี้นี่คนจะมาทำต้อง ดึก ถึก และห้ามตาย* รวมถึงสภาพการทำงานก็มักจะเลิกกันดึกๆดื่นๆ เรียกได้ว่าวันไหนที่ ออดิทเลิกแล้วยังเห็นพระอาทิตย์ เรียกว่าชีวิตเหมือนได้มงกุฏมิสเวิลในวันนั้น *.*




แน่นอนครับผมก็เป็นคนหนึ่งที่เคยประสบเหตุการณ์ เรียกว่าพ าญพบน่าจะดู Adventure มากกว่า กับเหตุการณ์นั้นๆ




แต่ในกระทู้นี้ ผมอยากมาเล่าสิ่งดีๆ สิ่งที่เป็นประโยชน์ในวิชาชีพนี้บ้างครับ เพราะผมคิดว่ามันไม่ได้ด้อยไปกว่าด้าน ดาร์คๆ เหมือนที่หลายๆคนทราบแน่นอน เรามาเริ่มกันเลย! ! ! !




1. เงินดีหนิ
Cr.


ใช่ครับหลายคนพอนึกถึงออดิท นอกจากงานที่หนักหน่วงแล้วในมิติของ งานที่ค่อนข้างได้รับผลตอบแทนดี ก็มักเป็นที่รับรู้ของคนทั่วๆไป ผมยอมรับเลยครับว่าอาชีพนี้ ค่อนข้างเห็นผลตอบแทนที่ ดีกว่า ในระดับเดียวกัน (ผมวัดดูจากคุณวุฒิที่จบมาทางธุรกิจและ วัยที่เท่าๆกันนะครับ)




ผลตอบแทนนอกจากจะ เริ่มต้น ย้ำว่าเริ่มต้นสำหรับนิสิตจบใหม่(์New Grad) ที่ค่อนข้างสูง กว่าสาขาอื่นในสายงานธุรกิจ เงินเดือนของออดิท ยังเป็นที่ยอมรับในแง่ที่ว่ามีการ เพิ่มขึ้นในแต่ละรอบที่ สูงมากอีกด้วย (แอบกระซิบว่า ปีละไม่ต่ำกว่า 10%-20% ครับ (แต่ปีที่แล้วรอบๆตัวผมเงินเดือนขึ้นมา 30%นะ* )) และการเพิ่มขึ้นจะเพิ่มทุกๆปี (ผมยังไม่เคยปีไหนไม่เพิ่มนะครับ) แม้ปีนั้นบริษัทเพื่อนคุณจะบอกว่า ปีนี้บริษัทผลประกอบการไม่ดี ของดการเพิ่มเงินเดือน ก็ตาม




เงินเดือนนี่ยังจะยิ่งเข้มข้นและ จำนวนจะมีนัยสำคัญ* มากขึ้นถ้าคุณทำงานใน ออดิทเฟิม (สำนักงานตรวจสอบบัญชี) ที่มีชื่อเสียงหรือที่เราเรียกว่า BIG4 (KPMG/ Deloiite/ EY/ PwC) และจะจ่ายดี มากขึ้นไปอีกถ้าคุณทำงานมามากกว่า 10ปี และก้าวสู่ตำแหน่ง หุ้นส่วน หรือ Partner ในบริษัทเหล่านั้น แต่เงินเดือนของเหล่า ""พาทเนอร์"" จะถูกเก็บเป็นความลับมากๆ และมีการคาดเดากัน(อย่างค่อนข้างแม่นยำ) ว่าสามารถซื้อรถ Toyota Camry ได้ทุกเดือนและอาจมากกว่าเดือนละ 1 คัน...





2. ประสบการณ์ที่เรียนรู้ แทบทุกอณูความเคลื่อนไหวของ ""ลูกค้า""
Cr.

ใช่ครับ ""ออดิท"" จะได้เรียนรู้ในสิ่งที่เกิดขึ้นไม่ใช่เฉพาะอย่างยิ่ง ในการทำงบฯ เท่านั้นแต่ในขั้นตอนกว่าจะได้มาเป็นงบนี่น่ะสิครับ ออดิทเราจะต้องทั้ง ทำความเข้าใจกิจการ เพื่อวางแผลว่าเราจะตรวจสอบอย่างไรดี




การวางแผนการตรวจนั้น ออดิทต้องทำความรู้จักใน Core Business หรือลักษณะธุรกิจหลักๆของ ลูกค้า(คนที่มาจ้างเรา) ไม่ใช่เพียงแต่อ่านเอกสาร หรือหนังสือ วีดีทัศน์แนะนำบริษัท แต่เราจะมีการ จัดประชุมกับผู้บริหารระดับบึ้ม ขององกรณ์เพื่อสอบถาม วิถีชีวิตของบริษัท ทั้งที่ผ่านมาแล้ว และแพลนว่ากำลังจะทำอะไร (แน่นอนครับว่าต้องเก็บเป็นความลับขั้นสุด) เพื่ออะไรน่ะหรอครับ ก็เพราะการบัญชีในปัจจุบันไม่ได้แค่บันทึก รับเงิน จ่ายเงิน ซื้อของ แต่บัญชีในปัจจุบัน จะต้องมีการรับรู้ ""สิ่งที่อาจจะเกิดขึ้น"" เข้าไปหรือเอาไปบอกไว้ในงบการเงินอีกด้วย เช่น! บริษัทมีคดีความกับลูกค้า แล้วผู้บริหารดูเหมือนบริษัทจะแพ้ ไอ้แบบนี้ออดิท ก็จะเป็นคนรู้ แล้วดูต่อว่าสมควร เปิดเผย อย่างไรดี (คนนอกหรือแม้แต่พนักงานบริษัทเอง ผมว่าอาจไม่มีทางรู้เลยด้วยซ้ำ)



โครงสร้างของบริษัท ออดิทก็ต้องทำความเข้าใจครับ ไม่ว่าจะเป็น ใครใหญ่กว่าใคร การทำงานเป็นอย่างไร จะจ่ายเงินระดับสิบล้านต้องมีใครเซ็นบ้าง หรือรวมถึง เงินเดือนของแต่ละคน!



ใช่ครับออดิทจะทราบถึงโครงสร้างภาพรวมเหล่านี้ เพื่อมาออกแบบวิธีการตรวจแล้วก็ดูๆว่า ความเสี่ยงจะเกิดขึ้นจากตรงไหนได้บ้าง ไม่ว่าจะเป็นทุจริต หรือข้อผิดพลาด การที่กิจการต้องเปิดเผยสิ่งต่างๆเหล่านี้ถือว่าจำเป็นอย่างยิ่งและ ผู้บริหารปฏิเสธไม่ได้ที่จะต้องจัดเตรียมข้อมูลให้ออดิทครับ เพราะมันเป็นข้อตกลงขั้นแรกๆในการที่ออดิทจะตอบรับงานเลย! แม้ว่าผู้บริหารจะบอกว่าข้อมูลนั้นลับแค่นั้น แต่ถ้ามันเกี่ยวข้องอย่างสำคัญกับการตรวจสอบ ก็ต้องเอาให้ออดิท ยืมมาดู หน่อยเช่น เงินเดือน! เป็นต้น



เห็นมั้ยครับว่าการที่จะได้มาในข้อมูลแต่ละส่วน ออดิทจะต้อง ติดต่อกับฝ่ายต่างๆแทบจะทั้งองกรณ์ เช่น ผู้บริหารชั้นท้อป, ฝ่ายHR, ฝ่ายกฏหมาย และแน่นอน ฝ่ายการเงินและบัญชี


**พอดีเพิ่งเปิดเพจเฟซบุ้คครับ แวะไปได้นะครับผม ความรู้บัญชีภาษีต่างๆครับ
[Spoil] คลิกเพื่อดูข้อความที่ซ่อนไว้




เดี๋ยวมาต่อนะครับ
จะไปอาบน้ำอิอิ :3


   

มาต่อแล้ว#4 >>> 
มาต่อแล้ว#5 >>> 

มาต่อแล้ว#6 >>>    
สุดท้ายแล้ว#7 >>> 

ปล ผมข้ามข้อ 3 ถือว่าผ่านแล้วผ่านเลยละกันนะครับ 555

คือขอบคุณทุกคอมเมนท์ทั้งจากเพื่อนร่วมวิชาชีพ และเพื่อนที่สนใจมากๆนะครับคุณๆมีค่ามากกว่าบทความผมหลายเท่าเลย :]


**พอดีเพิ่งเปิดเพจเฟซบุ้คครับ แวะไปได้นะครับผม ความรู้บัญชีภาษีต่างๆครับ
[Spoil] คลิกเพื่อดูข้อความที่ซ่อนไว้


แวะมา edit แปะลิงค์เฟซบุ้คเพจ เฉยๆคับ ^^
แก้ไขข้อความเมื่อ 5 พฤษภาคม 2561 เวลา 16:11 น.",NEU
35809887-5f39df00-4987-40d8-8678-2daaac5d47bf,"ชอบชีวิตออดิทมากกว่านะคะ
แต่   อายุมากแล้ว  ทำงานหนักๆ  ไม่ไหวไม่ดีต่อสุขภาพ  สุขภาพแย่ทุกปี   
แต่ประสบการณ์คุ้มจิรงๆ  ค่ะ  อยู่ที่คนชอบ
ถ้าเด็กจบใหม่นี่ สู้สู้เลยค่ะ  อนาคตดีกว่าแน่นอน

คนที่เริ่มต้นจากสายบัญชีกว่าจะก้าวเป็นผู้จัดการได้  ใช้เวลาในองค์กรนานมาก
แต่ออดิท  ออกจากออดิทแล้วก้าวกระโดดได้เลยค่ะ

ตอนนี้เราทำสายบัญชีค่ะ  มีความสุขดีมีเวลาว่าง  แต่ก็ยังพยายามสอบ CPA อยู่ค่ะ",POS
35809887-c6c5bf46-6897-4bf4-b0ea-28e315ee7309,Auditor น่าจะเหมาะลงทุนหุ้นนะครับ,NEU
35809887-0ae32d4a-3d03-4b88-b2b5-f5d691157bbc,ทำแค่ 2 ปี ยังได้อะไรมาเยอะแยะค่ะ  คุ้มมากๆ,POS
35809887-8e8f40ed-92f8-4d0a-af3c-ee7d637bef5d,เป็นคนทำบัญชี มีความรู้สึกดีกับ auditor อย่างเดียวคือ น้องน่ารัก มาใหม่ทุกรุ่น น่ารักทุกรุ่น ส่วนเรื่องมาตรวจนี้ไม่อยากจะพูด...,POS
35809887-eafd6f5f-e2e8-422e-8d82-d409d3294f1b,ข้อ.2 ที่จขกท.กล่าวมา บริษัทที่เข้ามาตรวจที่ทำงานผมบร่องพร่องอย่างมาก มากจนผมหงุดหงิด ใช้คำว่ารำคาญได้เลยล่ะ,NEG
35809887-468d6afa-66ef-4531-9d15-8996f94596c2,ผมเป็นคนทำบัญชี ออดิทที่มาทุก3เดือนนี่ น่ารักๆทั้งนั้น >//<,POS
35809887-cb505cac-a4ef-4a54-8f13-ba6795817be5,"โอเคครับ มาต่อกันเลยดีกว่า

4. การก้าวกระโดดในหน้าที่การงาน โดยเฉพาะด้านบัญชีและการเงิน : FAST TRACK !

Cr.



ใช่ครับตามที่เพื่อนๆบางคอมเมนท์ ตอบเกี่ยวกับการก้าวกระโดดในหน้าที่การงาน (และการเงิน) ของออดิทนั้น มักจะรวดเร็ว และ Fast Track แซงโค้งเร็วกว่า เพื่อนๆพนักงานในระดับเดียวกันแต่คนละหน้าที่ โดยเฉพาะตำแหน่ง บัญชี และการเงินของบริษัท



ทำไมน่ะหรอครับ ผมขอยกตัวอย่างฝ่ายบัญชีและการเงินที่ชาว ออดิท มักจะไปฝังตัวเมื่อถึงเวลาตรวจสอบ อิอิ คุณๆเพื่อนๆลองนึกภาพดูนะครับ เมื่อเด็กจบใหม่ๆ ที่เข้าทำงานออดิท มักจะได้รับงานตรวจสอบบัญชีที่ ความเสี่ยงต่ำ และวิธีการตรวจสอบไม่ยุ่งยาก และ New Grad เหล่านั้นสามารถเข้าใจได้ง่าย เช่น เงินสด, รายจ่าย หรือ ที่ดินอาคาร  เป็นต้น สังเกตุมั้ยครับว่า แต่ละรายการคุณน่าจะพอ เดาๆแนวการตรวจสอบได้(ก็มันเกี่ยวกับบุคคลที่สามไง บริษัทเลยหลอกลวงได้ยากหน่อย) เช่น เงินสด เราก็ดูเงินที่บริษัทเราลงบัญชี กับตัวเลขในแบงค์ หรือ รายจ่ายทั่วๆไป มันก็ต้องเกี่ยวกับ คนอื่น (พ่อค้า) ก็ตรวจโดยดูบิลส่งของ หรือใบแจ้งหนี้ (เบื้องต้นนะครับ)  ดังนั้นเด็กใหม่เหล่านี้จะใช้เวลา 1 ปีแรกกับการตรวจอะไรก็ตามที่มักจะ เหมือนๆกัน ในทุกๆกิจการ หรือสิ่งที่มันยังไม่ใช่ Core Business นั่นเอง ในขณะเดียวกันพนักงานที่รับผิดชอบในหน้าที่บางอย่างเช่น ถือเงินสดย่อยไว้รับจ่าย, บันทึกบัญชีเวลาเจ้าหนี้มาวางบิล ก็มักจะเจอกับเหตุการณ์นั้นๆตลอดครับ (แต่ข้อดีก็เยอะครับ อ่านต่อไปก่อนนะจ้ะ)



พอมาปีต่อๆมา (ขอรวบยอดนะครับ) ออดิทจะได้สัมผัสการตรวจสอบกับส่วนที่เป็น Key Stream ของธุรกิจ เช่น ตรวจรายการรายได้ (ก็แหงล่ะครับ แต่ละที่ก็บันทึกรายได้คนละเวลา เช่น ขายข้าว, สร้างคอนโด, เมมเบอร์ฟิตเนส, ปล่อยกู้...) หรือ ล้ำๆก็เช่นตรวจสอบมูลค่าของหุ้นที่พวกโบรคเกอร์เอามาคิดค่านายหน้า ว่าโอเคไหม นี่แค่บางส่วนนะครับ ที่เราๆเพื่อนๆพอจะมองแยกออกจาก ธุรกิจทั่วๆไป ได้อย่างชัดเจน



แต่มันยังไม่หยุดแค่นี้ครับ มันยังมีส่วนอื่นของธุรกิจที่ ออดิท ต้องไปทัช และไป รบกวน และจำเป็นต้องใช้ ป ร ะ ส บ ก า ร ณ์ มากขึ้น ดังนั้นเมื่อโตๆขึ้นแล้วทักษะ ทางด้านการตรวจสอบ จึงจำเป็นต้องอิงหลัก ดุลยพินิจ สูงมากๆ สูงจริงๆ ซึ่งตำแหน่งที่จะพิจารณาสิ่งต่างๆเหล่านี้มักเป็น ออดิทที่ทำงานมามากกว่า 5ปี แล้วหรือ ระดับ เมเนเจอร์ ครับ ส่วนดุลยพินิจที่ผมกล่าวถึงเนี่ย ก็อย่างเช่น บริษัท A ไปซื้อบริษัท B แต่บังเอิญ ซื้อไม่หมด ซื้อมาได้แค่30% ของหุ้นใน B ทั้งหมด อ้าว อ้าว อ้าว แล้วสองบริษัทนี้ต้องนำมาทำ งบการเงินรวม หรือไม่ อันนี้ทางฝ่ายเมเนเจอร์ ขึ้นไปก็มักจะรับผิดชอบในการคิดว่า ไอ้การซื้อขายกิจการแบบนี้เนี่ย เข้าข่ายการ รวมธุรกิจมั้ย แล้วถ้ารวมกันแล้ว ได้ลูกออกมาหน้าตาอย่างไร (บริษัทแม่/ กิจการร่วมค้า/ หรือถือหุ้นเอาไว้เก็งกำไรเฉ้ยเฉย ) อ้าว อ้าว อ้าว ทำไมต้องคิดน่ะหรอครับ ก็เพราะแต่ละรูปแบบ กิจการต้องลงบัญชี รวมถึงทำงบต่างกันน่ะสิครับ



หลายคนคงเริ่มสำลัก และสะอึกว่า อะไรของมันวะ ก็ไม่เป็นไรครับ เอาเป็นว่าจากข้างต้น คงจะพอเห็นภาพของเหล่า ออดิท มากขึ้นนะครับว่า การที่เราทำหน้าที่ออดิทนั้น จะสามารถสัมผัสได้ทุกวงจรของธุรกิจ ไม่ว่าจะเป็น รายจ่าย, รายรับ, การเพิ่มทุน, การขยายกิจการ, การออกหุ้นเข้าตลาดหลักทรัพย์ หรือแม้แต่ การปิดกิจการต้องลงบัญชีอย่างไร ภายในระยะเวลาอันสั้น ซึ่งผมมองว่าประมาณ 5 ปีแรกของการทำงานออดิทจะได้สัมผัสแทบครบเลยครับ ซึ่งถ้าเทียบกับเพื่อนพนักงานบัญชีขององกรณ์ จะมีหน้าที่ที่เฉพาะเป็นของตัวเอง เช่น คุณ A ทำหน้าที่บันทึกจ่ายเงินให้เจ้าหนี้ ก็จะบันทึกจ่ายเงินให้เจ้าหนี้ตลอด หรือน้องB ทำหน้าที่บันทึกรายได้ ก็จะบันทึกรายได้เป็นประจำ ซึ่งแน่นอนว่าออดิทจะสามารถมองภาพรวมและสามารถ Manage ทั้งแผนกได้ (ถ้ากลายร่างจากออดิทเป็นพนักงานบริษัทนั้น) อย่างไรก็ตามพนักงานบัญชีในบริษัท จะมีความ Specialist มากกว่า ออดิทครับ เพราะแม้จะเผชิญกับการ จ่ายหนี้ แบบเดิมทุกวัน แต่คุณสามารถเจอกับรายละเอียดของงานนั้นๆ เช่น บริษัทซื้อของจากเมืองนอกวันนี้ (ก็มีเจ้าหนี้) แต่จ่ายเงินเดือนหน้า (เจ้าหนี้ก็หาย) แต่! เราจะใช้ เรทแลกเปลี่ยน ไหนมาบันทึกล่ะครับ ก็ในเมื่อมีหลายวันมาเกี่ยวข้อง และถ้าเกิดผลต่างตอนมีเจ้าหนี้ กับตอนจ่ายหนี้ อ้าว อ้าว อ้าว งงเต้ก จะเอาผลต่างไปยัดไว้ในไหน (เชื่อสิ ออดิทบางคนก็ไม่รู้)


เห็นมั้ยครับว่าออดิท สามารถใช้เวลาไม่นานในการ วนเวียน ครบรอบธุรกิจและมันก็เลยทำให้ ง่ายต่อการ เรียนรู้เมื่อก้าวจากออดิทเข้าสู่บริษัทต่างๆ และออดิทมักจะได้ Fast Track ก้าวสู่การเป็น ระดับผู้จัดการ หรือ ระดับบริหารที่ค่อนข้างเร็วกว่าหลายๆตำแหน่งในเวลาเท่ากัน (ผมพูดในภาพรวมส่วนมากนะครับ เพราะมีเพื่อนหลายคนที่ไม่ใช่ออดิทที่โดดเด่นและโตเร็วกว่า ก็เกิดขึ้นได้ครับ) และผลคือบริษัทต้องการออดิทมานั่งอยู่ในตำแหน่งที่กล่าวมานี้ไงครับ ดังนั้นเราจึงมักเห็นออดิทที่ถูกดึงตัว ดึงดูด ลากมา หรือถูกเล่นของจาก บริษัทลูกค้าที่ออดิทนั้นเคยเข้าตรวจ ให้เข้ามาเป็นพนักงานบริษัทนั้นๆแทน  (ก็มันไม่ต้องสอนแล้วไงเล่า !) ด้วยเงินเดือนที่น่าพอใจ เพราะถ้าไม่ คงดูดไม่ไปแน่ๆ จริงมั้ยครับ



เดี๋ยวมาต่อนะครับ
หิวข้าวเที่ยงแว้ววว",NEU
35809887-0fc5f8f3-7071-47d9-a77b-c3cabf3799c7,"เห็นด้วยในหลายข้อครับ เราก็เคยทำในออดิทบิ๊กโฟว์แห่งหนึ่ง แต่เมื่อถึงจุดหนึ่งเราก้เลือกว่าเราไม่ชอบชีวิตการเป็นออดิท ที่ต้องเปลี่ยนที่ทำงานไปๆมา รวมถึงต้องยอมรับว่ามันมีความเครียดอยู่พอสมควร จึงตัดสินใจเลือกที่จะมาทำงานในโรงงานแถบชานเมือง ชีวิตดูจะเป็นสุขขึ้น ได้กลับบ้านตรงเวลา มีเวลาว่าง ได้อยู่เป็นที่ ทั้งนี้ขึ้นอยู่กับสถานที่ทพงานด้วยว่า ผบห มองบัญชีอย่างไร ถ้าเข้าใจ และเคารพ งานก็ง่ายขึ้น รวมถึงผลตอบแทนต่างๆ เราก็ว่าเราได้ไม่น้อยกว่าเพื่อนที่ยังทำงานรุ่นเดียวกัน

ปล เงินเดือน พาร์ทเนอร์ น่าจะอย่างว่าจริง แต่ไม่ใช่ทุกคน น่าจะเป็นในระดับหุ้นส่วนอาวุโส ซึ่งอายุทำงานน่ากินยี่สิบปี เป็นอย่างน้อย",NEU
35809887-b0f3494c-34b8-4074-9ad3-b3a79268f4b4,อยากทำให้ได้เหมือนพี่ๆจังครับ ,NEU
35809887-ac6e467d-f107-4762-9b4d-97eb800dcbb3,"เคยทำอยู่ปีครึ่งในบิ๊ก4 ไม่ไหว ลาออกมาแล้วค่ะ 55555
แต่เป็นอาชีพที่ดีมากอาชีพนึงเลยแหละ",POS
